Date,age15-19,age20-24,age25-29,age30-34,age35-39,age40-44,age45-49,age50-54,age55-59,age60-64,age65-69,age70-74,age75-79,age80+,age15-19 SD,age20-24 SD,age25-29 SD,age30-34 SD,age35-39 SD,age40-44 SD,age45-49 SD,age50-54 SD,age55-59 SD,age60-64 SD,age65-69 SD,age70-74 SD,age75-79 SD,age80+ SD
2020-11-27,540104.9058,525420.0562,469233.6998,389724.1857,342158.3613,344091.1266,417337.4534,473366.2518,454618.6366,255744.8,161489.4,135078.24,120599.4,114112,308471.1,218768.7,152745.3,137687.4,123360.6,114717.9,120075,127886.4,112853.4,76723.5,48446.7,40523.4,36179.7,17133.3
