Time,Mean,95% CI min,95% CI max
0.750000,0.000000,0.000000,0.000000
1.750000,0.000000,0.000000,0.000000
2.750000,0.000000,0.000000,0.000000
3.750000,0.000000,0.000000,0.000000
4.750000,0.000000,0.000000,0.000000
5.750000,0.000000,0.000000,0.000000
6.750000,0.000000,0.000000,0.000000
7.750000,0.000000,0.000000,0.000000
8.750000,0.000000,0.000000,0.000000
9.750000,0.000000,0.000000,0.000000
10.750000,0.000000,0.000000,0.000000
11.750000,0.000000,0.000000,0.000000
12.750000,0.000000,0.000000,0.000000
13.750000,0.000000,0.000000,0.000000
14.750000,0.000000,0.000000,0.000000
15.750000,0.000000,0.000000,0.000000
16.750000,0.000000,0.000000,0.000000
17.750000,1.500000,1.500000,1.500000
18.750000,2.000000,2.000000,2.000000
19.750000,2.000000,2.000000,2.000000
20.750000,2.000000,2.000000,2.000000
21.750000,2.000000,2.000000,2.000000
22.750000,2.000000,2.000000,2.000000
23.750000,2.000000,2.000000,2.000000
24.750000,2.500000,2.500000,2.500000
25.750000,3.000000,3.000000,3.000000
26.750000,3.000000,3.000000,3.000000
27.750000,3.000000,3.000000,3.000000
28.750000,3.000000,3.000000,3.000000
29.750000,5.500000,5.500000,5.500000
30.750000,6.000000,6.000000,6.000000
31.750000,7.000000,7.000000,7.000000
32.750000,7.000000,7.000000,7.000000
33.750000,8.000000,8.000000,8.000000
34.750000,10.000000,10.000000,10.000000
35.750000,14.500000,14.500000,14.500000
36.750000,18.500000,18.500000,18.500000
37.750000,23.500000,23.500000,23.500000
38.750000,27.500000,27.500000,27.500000
39.750000,33.000000,33.000000,33.000000
40.750000,39.000000,39.000000,39.000000
41.750000,50.000000,50.000000,50.000000
42.750000,57.500000,57.500000,57.500000
43.750000,65.500000,65.500000,65.500000
44.750000,80.000000,80.000000,80.000000
45.750000,90.000000,90.000000,90.000000
46.750000,114.000000,114.000000,114.000000
47.750000,139.000000,139.000000,139.000000
48.750000,159.000000,159.000000,159.000000
49.750000,186.000000,186.000000,186.000000
50.750000,210.000000,210.000000,210.000000
51.750000,247.500000,247.500000,247.500000
52.750000,291.500000,291.500000,291.500000
53.750000,330.500000,330.500000,330.500000
54.750000,392.500000,392.500000,392.500000
55.750000,467.500000,467.500000,467.500000
56.750000,544.500000,544.500000,544.500000
57.750000,629.500000,629.500000,629.500000
58.750000,743.000000,743.000000,743.000000
59.750000,864.500000,864.500000,864.500000
60.750000,985.000000,985.000000,985.000000
61.750000,1138.500000,1138.500000,1138.500000
62.750000,1303.000000,1303.000000,1303.000000
63.750000,1478.500000,1478.500000,1478.500000
64.750000,1674.500000,1674.500000,1674.500000
65.750000,1890.500000,1890.500000,1890.500000
66.750000,2117.500000,2117.500000,2117.500000
67.750000,2366.000000,2366.000000,2366.000000
68.750000,2630.500000,2630.500000,2630.500000
69.750000,2908.000000,2908.000000,2908.000000
70.750000,3163.500000,3163.500000,3163.500000
