area	easting	northing	area	SIMDQuintile	region	density	age0-14	age15-44	age45-64	age65+	male	female
"S02001878"	257898.920634921	660054.420634921	85.022	4.16666666666667	"S08000031"	58.3731269553763	721	1948	1384	910	47.5317348377997	52.4682651622003
"S02001879"	258968.323076923	659935.507692308	70.609	4.5	"S08000031"	41.1420640428274	379	1000	992	534	48.7779690189329	51.2220309810671
"S02001880"	259520.598484849	658190.856060606	583.097	2.25	"S08000031"	6.47062152609257	713	1480	970	610	46.3556851311953	53.6443148688047
"S02001881"	260190.331210191	658725.624203822	95.977	1.28571428571429	"S08000031"	53.5024016170541	931	1925	1548	731	45.0827653359299	54.9172346640701
"S02001882"	260709.133333333	659463.116666667	116.704	1	"S08000031"	36.8881957773513	930	1991	1002	382	46.2020905923345	53.7979094076655
"S02001883"	259928.474576271	659562.186440678	75.516	1.71428571428571	"S08000031"	65.284178187404	791	1960	1363	816	45.4969574036511	54.5030425963489
"S02001884"	259865.102272727	660371.886363636	100.977	3.16666666666667	"S08000031"	41.4945977796924	822	1900	1010	458	46.8496420047733	53.1503579952267
"S02001885"	259575.116883117	661055.194805195	67.269	3.66666666666667	"S08000031"	64.3684312238921	767	1761	1220	582	47.6443418013857	52.3556581986143
"S02001886"	258484.625	660864.638157895	79.104	2.83333333333333	"S08000031"	60.6290453074434	533	2393	1219	651	49.3119266055046	50.6880733944954
"S02001887"	258836.251851852	661424.340740741	57.463	3	"S08000031"	72.933887893079	478	2090	1044	579	48.7234550226676	51.2765449773324
"S02001888"	259974.486725664	662354.513274336	197.209	1.42857142857143	"S08000031"	28.1985102099803	939	2271	1378	973	47.0239165617695	52.9760834382305
"S02001889"	259494.465968586	663728.445026178	82.428	1.375	"S08000031"	70.8011840636677	809	2791	1323	913	49.5716244002742	50.4283755997258
"S02001890"	258440.247246022	663752.839657283	218.015	2.33333333333333	"S08000031"	23.0259385822077	471	3448	722	379	59.7410358565737	40.2589641434263
"S02001891"	260030.70292887	664633.359832636	102.883	2	"S08000031"	38.7138788721169	302	2385	838	458	53.4772784333417	46.5227215666583
"S02001892"	260578.015151515	663897.181818182	36.906	1.25	"S08000031"	96.5154717390126	489	1953	671	449	49.0174059517125	50.9825940482875
"S02001893"	261250.669354839	663187.508064516	118.594	1	"S08000031"	21.1224851172909	352	989	707	457	47.3852295409182	52.6147704590818
"S02001894"	261556.685606061	664134.571969697	219.608	1	"S08000031"	26.1693563076026	988	2538	1454	767	49.83469636332	50.16530363668
"S02001895"	263171.591304348	663897.521739131	88.76	1.2	"S08000031"	35.7706173952231	520	1509	793	353	48.3464566929134	51.6535433070866
"S02001896"	263432.828125	663336.666666667	202.898	1.375	"S08000031"	28.0288617926249	998	2500	1381	808	47.2832776507825	52.7167223492175
"S02001897"	264368.275862069	662409.84729064	244.416	2.8	"S08000031"	16.0505040586541	537	1447	1278	661	48.1774152434362	51.8225847565639
"S02001898"	265237.886597938	662295.927835052	135.177	2	"S08000031"	19.9442212802474	362	883	803	648	47.8115727002967	52.1884272997033
"S02001899"	266042.933884298	663334.595041322	127.126	4.2	"S08000031"	29.6162862042383	477	1253	1250	785	49.1633466135458	50.8366533864542
"S02001900"	267184.670103093	663525.639175258	75.656	1.8	"S08000031"	50.5974410489584	502	1308	1172	846	47.7533960292581	52.2466039707419
"S02001901"	268067.313513514	663521.648648649	609.342	2.5	"S08000031"	8.76026927406941	926	2300	1389	723	47.920569501686	52.079430498314
"S02001902"	267291.363636364	664122.096590909	107.328	3.66666666666667	"S08000031"	40.0268336314848	652	1453	1395	796	47.6722532588454	52.3277467411546
"S02001903"	268148.030927835	664610.319587629	135.962	3.6	"S08000031"	31.810358776717	753	1731	1386	455	47.3757225433526	52.6242774566474
"S02001904"	268744.824074074	665796.064814815	409.059	1	"S08000031"	7.71282382248038	539	1330	890	396	45.9270998415214	54.0729001584786
"S02001905"	268179.844827586	665939.146551724	87.728	1	"S08000031"	31.5862666423491	547	1131	749	344	46.1927102129195	53.8072897870805
"S02001906"	266744.674074074	666596.296296296	583.161	2.2	"S08000031"	6.27271028069435	790	1757	852	259	47.1295790049207	52.8704209950793
"S02001907"	266943.272727273	665455.79338843	92.153	1	"S08000031"	36.8734604407887	769	1459	866	304	46.4685108887581	53.5314891112419
"S02001908"	266072.21719457	665130.330316742	229.898	1.375	"S08000031"	21.1180610531627	1007	2136	1196	516	45.5200823892894	54.4799176107106
"S02001909"	264991.3984375	664598.1484375	128.745	1.66666666666667	"S08000031"	40.8093518194881	751	1787	1508	1208	46.0982108869433	53.9017891130567
"S02001910"	264881.083916084	664022.20979021	77.646	1.2	"S08000031"	57.8265461195683	605	1795	1183	907	48.2405345211581	51.7594654788419
"S02001911"	264013.875776398	664021.391304348	42.128	1.2	"S08000031"	83.6023547284466	558	1516	953	495	48.0976717773992	51.9023282226008
"S02001912"	263336.061111111	664705.811111111	114.886	1.2	"S08000031"	31.5356092126108	630	1468	859	666	44.9903394976539	55.0096605023461
"S02001913"	263280.9	665646.395833333	72.731	1.25	"S08000031"	47.1875816364411	395	983	1022	1032	44.3764568764569	55.6235431235431
"S02001914"	264447.271794872	665517.220512821	134.638	1.11111111111111	"S08000031"	46.2722262659873	1101	2411	1561	1157	45.553772070626	54.446227929374
"S02001915"	265249.414285714	666476.057142857	137.094	1.14285714285714	"S08000031"	37.1569871766817	965	2001	1312	816	46.3290145268944	53.6709854731056
"S02001916"	263553.396226415	666273.628930818	219.678	1.42857142857143	"S08000031"	26.7618969582753	937	2505	1477	960	53.0022112604184	46.9977887395816
"S02001917"	262965.47972973	667169.878378378	128.553	1.42857142857143	"S08000031"	34.3593692873756	804	1738	1202	673	45.505999547204	54.494000452796
"S02001918"	263446.745901639	668838.180327869	427.767	4	"S08000031"	14.3232180135448	1202	2693	1744	488	47.9027256406071	52.0972743593929
"S02001919"	262121.576470588	668833.85882353	117.648	1.2	"S08000031"	30.4722562219502	525	1326	1025	709	46.8340306834031	53.1659693165969
"S02001920"	262151.887096774	667998.580645161	70.041	1.25	"S08000031"	37.4209391642038	540	1048	602	431	46.1655856543304	53.8344143456696
"S02001921"	261177.292857143	667434.778571429	70.003	2	"S08000031"	61.5116495007357	924	2005	957	420	46.1913608917789	53.8086391082211
"S02001922"	260923.217391304	668131.99378882	167.465	1.2	"S08000031"	27.5997969725017	651	1725	1192	1054	45.3266983989615	54.6733016010385
"S02001923"	260391.051282051	668492.598290598	79.652	1.4	"S08000031"	54.1354893787978	761	1848	1032	671	47.2402597402597	52.7597402597403
"S02001924"	259691.618257261	667295.7593361	213.118	2	"S08000031"	16.8779737047082	538	1788	784	487	50.3475118154017	49.6524881845983
"S02001925"	260740.171717172	666810.898989899	100.258	3.33333333333333	"S08000031"	21.6441580721738	524	1068	414	164	49.63133640553	50.36866359447
"S02001926"	261305.724137931	666373.616379311	170.798	1.16666666666667	"S08000031"	34.1982927200553	1145	2719	1235	742	49.1183016606745	50.8816983393255
"S02001927"	261157.024590164	665554.508196721	55.209	3.2	"S08000031"	73.6292995707222	350	2578	638	499	49.4956949569496	50.5043050430504
"S02001928"	261751.953488372	665671.453488372	72.353	2	"S08000031"	34.6633864525313	259	1251	602	396	47.6475279106858	52.3524720893142
"S02001929"	261995.33640553	665030.811059908	103.563	1.16666666666667	"S08000031"	48.5308459584987	741	2495	1265	525	48.66693195384	51.33306804616
"S02001930"	261141.639455782	665185.619047619	27.916	3.33333333333333	"S08000031"	149.269236280269	416	2728	651	372	50.6119510439165	49.3880489560835
"S02001931"	260591.567708333	664952.598958333	61.839	2.2	"S08000031"	78.8822587687382	428	3266	753	431	50.1640016400164	49.8359983599836
"S02001932"	259676.725501114	665869.607461025	166.149	2.57142857142857	"S08000031"	54.2585269848148	311	6917	1006	781	51.6028840820854	48.3971159179146
"S02001933"	258443.238227147	665962.473684211	73.446	2.5	"S08000031"	60.2891920594723	241	2970	723	494	51.806684733514	48.193315266486
"S02001934"	258730.869352205	665405.202504083	117.018	3	"S08000031"	24.3894101762122	122	2221	373	138	59.0749824807288	40.9250175192712
"S02001935"	257637.022522523	665682.288288288	59.801	2.83333333333333	"S08000031"	74.781358171268	452	2965	760	295	53.175313059034	46.824686940966
"S02001936"	256986.933070866	665869.598425197	123.166	4.14285714285714	"S08000031"	56.6390075183086	452	5487	750	287	49.4266055045872	50.5733944954129
"S02001937"	257708.546623794	666421.778135048	54.078	4	"S08000031"	118.865342653205	543	4714	860	311	50.8867454884879	49.1132545115121
"S02001938"	258366.259668508	666685.386740332	69.619	1.5	"S08000031"	49.1676122897485	300	1783	670	670	50.8910312591294	49.1089687408706
"S02001939"	257936.26199262	667176.343173432	58.998	2.625	"S08000031"	96.3083494355741	654	3540	965	523	49.5072157690954	50.4927842309046
"S02001940"	258606.387640449	667707.943820225	91.979	1	"S08000031"	49.7287424303374	700	2172	1141	561	50.02186270223	49.97813729777
"S02001941"	257364.007168459	668119.982078853	115.615	2.125	"S08000031"	59.9662673528522	614	4594	1110	615	47.382085677196	52.617914322804
"S02001942"	259080.659863946	668370.646258504	186.041	1.28571428571429	"S08000031"	31.4661821856473	944	2188	1486	1236	45.8489921421251	54.151007857875
"S02001943"	258849.392405063	669271.683544304	132.357	1.2	"S08000031"	31.5963643781591	753	1637	1040	752	45.1458632233381	54.8541367766619
"S02001944"	259734.345238095	669627.05952381	64.173	1	"S08000031"	55.2568837361507	628	1409	873	636	45.8544839255499	54.1455160744501
"S02001945"	257586.922330097	670149.786407767	765.76	2.83333333333333	"S08000031"	5.31628708733807	730	1710	1170	461	47.5067550970278	52.4932449029723
"S02001946"	256433.547368421	670030.736842105	157.868	1.75	"S08000031"	25.3376238376365	631	1602	1062	705	44.45	55.55
"S02001947"	257308.818181818	669434.402597403	76.099	1.25	"S08000031"	43.4171276889315	634	1386	774	510	46.2772397094431	53.7227602905569
"S02001948"	256811.218274112	669001	52.904	1.25	"S08000031"	52.4535006804778	438	1300	698	339	46.8108108108108	53.1891891891892
"S02001949"	256730.7578125	668580.2109375	48.476	1	"S08000031"	74.7586434524301	531	1550	970	573	52.4834437086093	47.5165562913907
"S02001950"	255993.417142857	668379.182857143	115.114	4.83333333333333	"S08000031"	52.9561999409281	704	2881	1663	848	47.6049868766404	52.3950131233596
"S02001951"	257302.144144144	667484.414414415	48.786	4.6	"S08000031"	78.5266264912065	430	2317	780	304	49.595405899243	50.404594100757
"S02001952"	256802.225663717	667008.03539823	68.133	4.71428571428571	"S08000031"	86.6540442957157	428	4270	851	355	45.8163956639567	54.1836043360434
"S02001953"	256046.582159624	666564.333333333	95.864	2.85714285714286	"S08000031"	58.9793874655762	379	3798	982	495	48.5850725150336	51.4149274849664
"S02001954"	255025.282442748	666584.488549618	49.343	3.2	"S08000031"	93.1844435887563	313	3105	883	297	50.6959547629404	49.3040452370596
"S02001955"	255224.234234234	666904.72972973	35.576	2.75	"S08000031"	107.431976613447	274	2164	794	590	49.1889063317635	50.8110936682365
"S02001956"	255318.718535469	667205.228832952	54.108	4.83333333333333	"S08000031"	102.868337399276	479	3124	1272	691	47.502694933525	52.497305066475
"S02001957"	256246.724137931	667403.201149425	46.309	5	"S08000031"	93.6103133300223	400	2397	1046	492	47.4509803921569	52.5490196078432
"S02001958"	254613.701086957	668278.972826087	181.265	4.57142857142857	"S08000031"	30.7836592833697	1024	2021	1580	955	49.4802867383513	50.5197132616488
"S02001959"	254801.056910569	667364.601626016	61.247	4.2	"S08000031"	71.1218508661649	590	1866	1233	667	46.6942148760331	53.305785123967
"S02001960"	254129.243243243	667503.972972973	70.84	4.66666666666667	"S08000031"	37.7611518915867	487	961	741	486	46.7663551401869	53.2336448598131
"S02001961"	253798.638461539	666990.723076923	51.848	1.25	"S08000031"	65.9813300416603	499	1657	883	382	48.7576731949722	51.2423268050278
"S02001962"	253148.49122807	667827.350877193	66.757	3.2	"S08000031"	64.8321524334527	871	1724	1126	607	50.2079482439926	49.7920517560074
"S02001963"	252771.902255639	667726.939849624	99.654	1.2	"S08000031"	36.6668673610693	699	1751	827	377	49.480021893815	50.519978106185
"S02001964"	251533.73553719	668618.090909091	96.546	1.5	"S08000031"	47.4799577403517	824	2355	1045	360	45.6151832460733	54.3848167539267
"S02001965"	251472.351351351	669515.567567568	52.392	2	"S08000031"	57.5851275003817	504	1028	819	666	46.2711302618495	53.7288697381505
"S02001966"	251963.707317073	669286.304878049	45.08	1.66666666666667	"S08000031"	59.4276841171251	460	995	737	487	47.8536767450541	52.1463232549459
"S02001967"	252826.489539749	668625.866108787	62.29	1.4	"S08000031"	63.9749558516616	574	1523	999	889	47.9548306148055	52.0451693851945
"S02001968"	252715.829787234	669353.723404255	93.438	1.6	"S08000031"	36.6553222457672	449	1216	917	843	47.2116788321168	52.7883211678832
"S02001969"	253308.392857143	668899.535714286	55.078	2.4	"S08000031"	67.0322088674244	695	1500	905	592	48.9707475622969	51.0292524377032
"S02001970"	255189.130769231	669001.230769231	149.992	3.8	"S08000031"	28.0948317243586	509	1961	1085	659	46.796392975795	53.203607024205
"S02001971"	254264.057971015	669280.642512077	129.899	2.875	"S08000031"	46.6593276314675	751	2860	1386	1064	45.1905626134301	54.8094373865699
"S02001972"	253674.944785276	670033.809815951	97.739	1.57142857142857	"S08000031"	58.3288144957489	938	2190	1506	1067	46.7812664444834	53.2187335555166
"S02001973"	252299.54	670270.87	91.099	3.66666666666667	"S08000031"	32.1408577481641	492	970	940	526	48.1898907103825	51.8101092896175
"S02001974"	252643.236111111	670791.25	82.379	1	"S08000031"	31.7556658857233	610	1101	541	364	45.6804281345566	54.3195718654434
"S02001975"	252711.243902439	671471.593495935	88.811	1	"S08000031"	41.2111112362207	957	1648	785	270	43.9617486338798	56.0382513661202
"S02001976"	251838.839506173	671558.395061729	128.711	1	"S08000031"	25.5533715067088	712	1425	770	382	46.2146549103071	53.7853450896929
"S02001977"	251286.053763441	671318.52688172	89.802	1.25	"S08000031"	38.6182935792076	784	1513	842	329	45.1268742791234	54.8731257208766
"S02001978"	175622.931707317	774250.970731707	229717.26	3.16666666666667	"S08000022"	0.0203728705452956	762	1466	1559	893	48.5042735042735	51.4957264957265
"S02001979"	210641.921212121	776379.703030303	539.095	3.16666666666667	"S08000022"	8.48458991457906	811	1568	1308	887	46.9610843900306	53.0389156099694
"S02001980"	210473.305993691	773793.577287066	9044.24	2.5	"S08000022"	0.647262788249759	1136	2290	1554	874	49.1117184830885	50.8882815169115
"S02001981"	216163.243346008	767422.779467681	227214.639	3.42857142857143	"S08000022"	0.021477489397151	752	1483	1637	1008	49.077868852459	50.922131147541
"S02001982"	274833.708994709	800040.158730159	133438.134	3.6	"S08000022"	0.0288822983690704	600	1199	1229	826	49.0399584846912	50.9600415153088
"S02001983"	290692.074074074	815390.968253968	38881.267	3.83333333333333	"S08000022"	0.130036914692106	803	2006	1456	791	49.7428797468355	50.2571202531646
"S02001984"	303055.879807692	826353.158653846	51474.658	3.83333333333333	"S08000022"	0.0909573794545658	780	1464	1421	1017	48.4194788551901	51.5805211448099
"S02001985"	289255.700680272	852622.25170068	42214.503	3.5	"S08000022"	0.100794743455821	804	1376	1328	747	50.2702702702703	49.7297297297297
"S02001986"	288481.02739726	856389.630136986	163.24	2.6	"S08000022"	25.7534917912276	724	1515	1071	894	47.8829686013321	52.1170313986679
"S02001987"	287412.801369863	856194.075342466	244.07	3.28571428571429	"S08000022"	18.7733027410169	649	1352	1475	1106	46.9882147533828	53.0117852466172
"S02001988"	276259.712418301	847561.114379085	72760.095	3.2	"S08000022"	0.072800894501306	901	2019	1604	773	52.9356239380782	47.0643760619219
"S02001989"	272516.892086331	846680.697841727	305.638	4.16666666666667	"S08000022"	13.6403195937678	703	1519	1317	630	49.5562485008395	50.4437514991605
"S02001990"	271639.496062992	845624.905511811	107.935	3	"S08000022"	30.064390605457	537	1441	894	373	49.2758089368259	50.7241910631741
"S02001991"	270925.170103093	844622.37628866	726.039	3.75	"S08000022"	8.13868125541466	1164	2422	1604	719	47.5207310881706	52.4792689118294
"S02001992"	269244.698924731	842972.924731183	718.886	4.33333333333333	"S08000022"	6.06633040565542	1119	2010	892	340	47.8559963311167	52.1440036688833
"S02001993"	266515.428571429	840590.792207792	6273.607	4.33333333333333	"S08000022"	0.407261723598561	650	1290	494	121	49.3542074363992	50.6457925636008
"S02001994"	266100.772151899	842398.949367089	520.676	4.28571428571429	"S08000022"	9.45309559111616	706	1641	1455	1120	48.5778138967899	51.4221861032101
"S02001995"	266791.094339623	843319.575471698	129.032	2.8	"S08000022"	28.008556017112	618	1373	967	656	46.8732706142778	53.1267293857222
"S02001996"	267614.707692308	843474.769230769	76.835	2.4	"S08000022"	49.0401509728639	622	1582	953	611	48.5934182590234	51.4065817409766
"S02001997"	268277.319148936	844099.404255319	72.095	5	"S08000022"	35.0509744087662	378	927	803	419	47.4871388998813	52.5128611001187
"S02001998"	266970.155619597	845558.116714698	566.284	2	"S08000022"	7.74699620685027	825	2256	909	397	50.2393435149305	49.7606564850695
"S02001999"	267029.42408377	844739.413612566	163.302	3.8	"S08000022"	27.5685539674958	559	1591	1225	1127	48.533984895602	51.4660151043981
"S02002000"	265722.237623762	844553.495049505	192.586	1.66666666666667	"S08000022"	24.3475642050824	786	1834	1139	930	47.3875026658136	52.6124973341864
"S02002001"	266051.771126761	845268.721830986	107.603	2	"S08000022"	38.3167755545849	476	1739	1118	790	49.3572641280621	50.6427358719379
"S02002002"	265891.78021978	846335.412087912	89.354	1	"S08000022"	38.028515791123	809	1492	747	350	48.5285462036492	51.4714537963508
"S02002003"	264831.394495413	845870.431192661	113.62	4	"S08000022"	27.6271783136772	351	1108	1052	628	49.2832112137624	50.7167887862377
"S02002004"	264150.096	844279.984	1355.898	2.4	"S08000022"	2.43012379987285	475	1269	1088	463	48.8012139605463	51.1987860394537
"S02002005"	251768.741935484	843630.346774194	91558.412	3.33333333333333	"S08000022"	0.06921264645787	1026	1992	2110	1209	49.6607227394666	50.3392772605334
"S02002006"	248119.484210526	823156.038596491	113877.018	3.4	"S08000022"	0.0398324445060548	720	1359	1532	925	48.6111111111111	51.3888888888889
"S02002007"	183062.203821656	826989.560509554	92147.067	3	"S08000022"	0.029105646954558	442	770	955	515	50.186428038777	49.813571961223
"S02002008"	159747.041958042	820571.454545455	78863.671	3	"S08000022"	0.0433406149708654	527	1064	1158	669	49.7074312463429	50.2925687536571
"S02002009"	149239.708542714	845581.296482412	32233.082	2.6	"S08000022"	0.107591324962348	570	1135	1126	637	47.8662053056517	52.1337946943483
"S02002010"	134236.103825137	856341.431693989	64032.835	2.75	"S08000022"	0.0521607390958092	468	881	1261	730	49.8203592814371	50.1796407185629
"S02002011"	181750.076923077	861715.337278107	136081.72	3	"S08000022"	0.0220970164104334	394	753	1087	773	50.2494180246093	49.7505819753908
"S02002012"	207218.614457831	894127.090361446	122475.619	3.4	"S08000022"	0.0265440585362545	483	947	1096	725	49.9538603506613	50.0461396493387
"S02002013"	242927.363636364	858502.824675325	135072.068	2.75	"S08000022"	0.0270892424627718	612	1125	1158	764	49.6037168625308	50.3962831374693
"S02002014"	264319.980769231	869179.865384615	48795.77	3.25	"S08000022"	0.0671369669952949	535	1041	1094	606	50.2442002442002	49.7557997557998
"S02002015"	252712.011235955	850210.179775281	3816.918	3	"S08000022"	0.881077350888859	590	1191	954	628	49.8959262563188	50.1040737436812
"S02002016"	254451.574074074	855359.731481482	2853.939	3.4	"S08000022"	1.24074130526266	615	1195	1099	632	48.0372776051963	51.9627223948037
"S02002017"	254878.227758007	859062.199288256	371.265	2.57142857142857	"S08000022"	14.6795415673441	902	2019	1520	1009	47.651376146789	52.348623853211
"S02002018"	268312.505535055	853507.04797048	12257.461	3.75	"S08000022"	0.513727924567739	951	1860	2079	1407	47.085913927267	52.9140860727331
"S02002019"	268612.363636364	862187.099173554	13381.559	3.6	"S08000022"	0.271194111239206	596	1065	1309	659	49.4351060898319	50.5648939101681
"S02002020"	265643.636942675	869561.668789809	809.601	2	"S08000022"	7.35423992806333	1142	2270	1603	939	48.4212294255962	51.5787705744038
"S02002021"	270665.105527638	868971.497487437	1291.346	2	"S08000022"	3.34689540990563	828	1523	1139	832	49.1901897269783	50.8098102730218
"S02002022"	284513.142857143	878027.731428571	15017.374	2.16666666666667	"S08000022"	0.298054773091487	745	1455	1415	861	48.4137622877569	51.5862377122431
"S02002023"	277844.849462366	881877.478494624	2112.28	2.6	"S08000022"	1.79474312117712	703	1322	1078	688	47.4017409654445	52.5982590345555
"S02002024"	271235.607594937	893926.199367089	219368.158	3.11111111111111	"S08000022"	0.0277478739644612	870	1650	1951	1616	48.7925086249384	51.2074913750616
"S02002025"	290161.777777778	905224.055555556	63799.636	2.33333333333333	"S08000022"	0.0676022665709253	621	1194	1398	1100	47.5770925110132	52.4229074889868
"S02002026"	325030.274336283	938216.973451327	59759.382	2.25	"S08000022"	0.0489797568522379	415	872	1014	626	49.8120942944995	50.1879057055005
"S02002027"	336456.313868613	950400.759124088	166.837	1.83333333333333	"S08000022"	21.9136042964091	587	1382	1034	653	48.1947483588622	51.8052516411379
"S02002028"	336742.729166667	951220.576388889	217.188	2.4	"S08000022"	15.2126268486288	574	1206	935	589	49.3946731234867	50.6053268765133
"S02002029"	330073.25862069	961043.215517241	40216.674	2.8	"S08000022"	0.0938665390380119	618	1188	1218	751	51.2582781456954	48.7417218543046
"S02002030"	311840.607734807	963795.629834254	79566.196	3.28571428571429	"S08000022"	0.0641478448963427	852	1664	1601	987	50.2742946708464	49.7257053291536
"S02002031"	311834.647058824	968176.182352941	98.912	2.25	"S08000022"	29.1976706567454	361	1045	794	688	47.5415512465374	52.4584487534626
"S02002032"	310871.035087719	968294.198830409	240.558	3.14285714285714	"S08000022"	20.2820109911123	819	1739	1377	944	48.5755277720844	51.4244722279156
"S02002033"	240269.481283422	948467.304812834	320695.468	2.66666666666667	"S08000022"	0.0108482979871733	457	985	1265	772	51.1353837309572	48.8646162690428
"S02002034"	235730.548611111	669880.875	129.127	5	"S08000031"	19.8564204233042	465	718	808	573	46.5288611544462	53.4711388455538
"S02002035"	233993.254545455	670044.987878788	11295.52	3.6	"S08000031"	0.282147258382084	535	1007	984	661	48.3526827737684	51.6473172262316
"S02002036"	220307.407407407	671078.160493827	1478.28	4.25	"S08000031"	3.89574370214033	1105	2117	1868	669	48.9147421427331	51.0852578572669
"S02002037"	222181.666666667	675919.466666667	1236.275	4	"S08000031"	2.55525671877212	427	1034	1125	573	49.7309275087053	50.2690724912947
"S02002038"	223708.188679245	677103.264150943	98.975	3.83333333333333	"S08000031"	42.8593079060369	586	1528	1230	898	48.2555398396983	51.7444601603017
"S02002039"	224515.042735043	677108.521367522	153.747	2.83333333333333	"S08000031"	27.6883451384417	575	1529	1264	889	47.8271082922246	52.1728917077754
"S02002040"	224075.077844311	675553.293413174	163.86	1.25	"S08000031"	39.1065543756866	1252	2454	1812	890	46.6292134831461	53.3707865168539
"S02002041"	225582.986577181	676042.476510067	107.852	1.42857142857143	"S08000031"	46.6101694915254	880	1961	1375	811	47.5034812015118	52.4965187984882
"S02002042"	226273.376344086	677302.403225807	235.734	4.28571428571429	"S08000031"	21.388514172754	582	1398	1602	1460	46.7274890916303	53.2725109083697
"S02002043"	227206.415458937	676633.381642512	133.861	2.625	"S08000031"	43.8888100342893	842	2282	1615	1136	46.6212765957447	53.3787234042553
"S02002044"	226459	675451.738738739	113.194	2.66666666666667	"S08000031"	40.6381963708324	618	1771	1380	831	49.2826086956522	50.7173913043478
"S02002045"	227482.908333333	675746.283333333	70.107	1	"S08000031"	60.1081204444635	575	1699	1167	773	48.4812529663028	51.5187470336972
"S02002046"	228403.864527629	675818.165775401	159.758	1	"S08000031"	31.835651422777	579	1808	1442	1257	47.8568619740464	52.1431380259536
"S02002047"	229748.505976096	674980.948207171	203.402	1.22222222222222	"S08000031"	30.6142515806138	1099	2610	1739	779	47.4706921471013	52.5293078528987
"S02002048"	231986.666666667	674333.245901639	164.962	2.11111111111111	"S08000031"	33.983584098156	857	2179	1661	909	47.9664645023189	52.0335354976811
"S02002049"	233695.604651163	673805.674418605	211.79	1	"S08000031"	23.1644553567213	784	1826	1410	886	48.3897268650632	51.6102731349368
"S02002050"	234132.113402062	673010.113402062	87.078	1	"S08000031"	58.1203059326121	897	1908	1414	842	47.5202529144438	52.4797470855562
"S02002051"	327508.076502732	660110.672131148	16057.248	3.25	"S08000024"	0.165470446741559	488	983	800	386	48.8520888219797	51.1479111780203
"S02002052"	323558.303867403	660111.403314917	103.873	3.4	"S08000024"	37.4014421456972	558	1339	1181	807	48.0566280566281	51.9433719433719
"S02002053"	322837.017699115	660573.061946903	80.071	3.66666666666667	"S08000024"	49.131395886151	591	1335	1254	754	48.2460599898322	51.7539400101678
"S02002054"	324160.353846154	660777.276923077	58.908	2	"S08000024"	44.2384735519794	443	960	752	451	47.5825019186493	52.4174980813507
"S02002055"	323495.604651163	661311.046511628	88.284	3.4	"S08000024"	40.6189116940782	625	1310	1010	641	47.8806469604016	52.1193530395984
"S02002056"	324819.769784173	662912.705035971	3361.703	4.33333333333333	"S08000024"	0.723442850245843	476	1077	644	235	53.2483552631579	46.7516447368421
"S02002057"	327050.324324324	663861.63963964	668.259	3.4	"S08000024"	4.94868007763457	543	1141	1004	619	48.3217417599032	51.6782582400968
"S02002058"	327032.526785714	665680.348214286	463.357	2.25	"S08000024"	5.37382622901996	345	818	825	502	48.5140562248996	51.4859437751004
"S02002059"	328096.397058824	665724.264705882	123.255	2.4	"S08000024"	30.2624639974038	579	1307	1062	782	47.5335120643432	52.4664879356568
"S02002060"	329982.596899225	664729.92248062	106.406	2.71428571428571	"S08000024"	45.5613405259102	852	1749	1394	853	47.8960396039604	52.1039603960396
"S02002061"	330787.631782946	665363.895348837	168.491	2.71428571428571	"S08000024"	34.0908416473283	905	1837	1745	1257	46.3788300835655	53.6211699164345
"S02002062"	331673.658653846	664548.947115385	985.621	4.11111111111111	"S08000024"	6.10883899592237	1388	2581	1484	568	48.6630127885733	51.3369872114267
"S02002063"	332709.57278481	666702.42721519	459.135	4.66666666666667	"S08000024"	9.97092358456663	708	1375	1459	1036	47.4879860200961	52.5120139799039
"S02002064"	330944.116129032	668771.509677419	1553.893	2.8	"S08000024"	2.26206051510625	613	1206	1099	597	48.1365576102418	51.8634423897582
"S02002065"	334320.765151515	667430.803030303	654.201	2	"S08000024"	5.55333911137403	637	1379	1010	607	48.279658684283	51.720341315717
"S02002066"	333522.834532374	667149.92086331	53.394	1.25	"S08000024"	53.1707682511144	456	1116	740	527	46.9531525184924	53.0468474815076
"S02002067"	337218.740458015	663913.530534351	9891.461	3.28571428571429	"S08000024"	0.54056726301605	978	2013	1620	736	49.3734804563307	50.6265195436694
"S02002068"	334739.344262295	665406.581967213	78.768	1.5	"S08000024"	38.7466991671745	600	1222	780	450	47.8374836173001	52.1625163826999
"S02002069"	335060.147435897	664565.230769231	86.665	1.83333333333333	"S08000024"	54.4741245023943	885	1973	1227	636	48.5490362211396	51.4509637788604
"S02002070"	333749.196428571	664391.380952381	137.419	2.16666666666667	"S08000024"	29.8648658482452	700	1515	1198	691	48.7573099415205	51.2426900584795
"S02002071"	334000.122222222	662509.633333333	103.007	2	"S08000024"	25.4448726785558	520	1080	661	360	47.7298740938573	52.2701259061427
"S02002072"	334560.405172414	661524.879310345	85.136	2	"S08000024"	44.6344672054125	797	1491	933	579	48.0263157894737	51.9736842105263
"S02002073"	326051.448818898	833353.648293963	79559.222	3.4	"S08000020"	0.0542740350075319	745	1329	1321	923	50.1157943492358	49.8842056507642
"S02002074"	326175.97338403	845396.201520913	20202.919	3.8	"S08000020"	0.186804688965986	608	1224	1105	837	48.834128245893	51.1658717541071
