area,Unvac,Dose 1,Dose 2,Male,Female,CH,Population,age0,age1,age2,age3,age4,age5,age6,age7,age8,age9,age10,age11,age12,age13,age14,age15,age16,age17,age18,age19,age20,age21,age22,age23,age24,age25,age26,age27,age28,age29,age30,age31,age32,age33,age34,age35,age36,age37,age38,age39,age40,age41,age42,age43,age44,age45,age46,age47,age48,age49,age50,age51,age52,age53,age54,age55,age56,age57,age58,age59,age60,age61,age62,age63,age64,age65,age66,age67,age68,age69,age70,age71,age72,age73,age74,age75,age76,age77,age78,age79,age80,age81,age82,age83,age84,age85,age86,age87,age88,age89,age90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Engalnd,100,0,0,27982818,28567320,840000,56550138,601913,625476,650226,671016,690816,689190,694734,709940,730548,715046,703087,692873,698821,676773,664025,637756,628023,613025,606611,630456,653155,679487,694216,720400,725264,725111,745909,747190,768513,784770,771964,764738,773176,753953,760821,758955,741034,745909,743814,748497,749883,720148,672256,661208,672808,685301,696231,724675,754435,777997,758905,775715,774083,784116,782532,784299,775320,756023,736939,709201,677962,660419,644896,618893,594643,571143,569908,559844,541297,542108,550059,560762,587908,632852,482547,461855,453442,413706,362412,318577,323778,313081,294838,271063,246429,223058,195010,173861,156497,136917,521067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
