# Gives the time variation in R_t.
Time,mean,95% CI min,95% CI max,Simulated
63.250000,2.000000,2.000000,2.000000,2.000000
63.750000,2.000000,2.000000,2.000000,2.000000
64.250000,2.000000,2.000000,2.000000,2.000000
64.750000,2.000000,2.000000,2.000000,2.000000
65.250000,2.000000,2.000000,2.000000,2.000000
65.750000,2.000000,2.000000,2.000000,2.000000
66.250000,2.000000,2.000000,2.000000,2.000000
66.750000,2.000000,2.000000,2.000000,2.000000
67.250000,2.000000,2.000000,2.000000,2.000000
67.750000,2.000000,2.000000,2.000000,2.000000
68.250000,2.000000,2.000000,2.000000,2.000000
68.750000,2.000000,2.000000,2.000000,2.000000
69.250000,2.000000,2.000000,2.000000,2.000000
69.750000,2.000000,2.000000,2.000000,2.000000
70.250000,2.000000,2.000000,2.000000,2.000000
70.750000,2.000000,2.000000,2.000000,2.000000
71.250000,2.000000,2.000000,2.000000,2.000000
71.750000,2.000000,2.000000,2.000000,2.000000
72.250000,2.000000,2.000000,2.000000,2.000000
72.750000,2.000000,2.000000,2.000000,2.000000
73.250000,2.000000,2.000000,2.000000,2.000000
73.750000,2.000000,2.000000,2.000000,2.000000
74.250000,2.000000,2.000000,2.000000,2.000000
74.750000,2.000000,2.000000,2.000000,2.000000
75.250000,2.000000,2.000000,2.000000,2.000000
75.750000,2.000000,2.000000,2.000000,2.000000
76.250000,2.000000,2.000000,2.000000,2.000000
76.750000,2.000000,2.000000,2.000000,2.000000
77.250000,2.000000,2.000000,2.000000,2.000000
77.750000,2.000000,2.000000,2.000000,2.000000
78.250000,2.000000,2.000000,2.000000,2.000000
78.750000,2.000000,2.000000,2.000000,2.000000
79.250000,2.000000,2.000000,2.000000,2.000000
79.750000,2.000000,2.000000,2.000000,2.000000
80.250000,2.000000,2.000000,2.000000,2.000000
80.750000,2.000000,2.000000,2.000000,2.000000
81.250000,2.000000,2.000000,2.000000,2.000000
81.750000,2.000000,2.000000,2.000000,2.000000
82.250000,2.000000,2.000000,2.000000,2.000000
82.750000,2.000000,2.000000,2.000000,2.000000
83.250000,2.000000,2.000000,2.000000,2.000000
83.750000,2.000000,2.000000,2.000000,2.000000
84.250000,2.000000,2.000000,2.000000,2.000000
84.750000,2.000000,2.000000,2.000000,2.000000
85.250000,2.000000,2.000000,2.000000,2.000000
85.750000,2.000000,2.000000,2.000000,2.000000
86.250000,2.000000,2.000000,2.000000,2.000000
86.750000,2.000000,2.000000,2.000000,2.000000
87.250000,2.000000,2.000000,2.000000,2.000000
87.750000,2.000000,2.000000,2.000000,2.000000
88.250000,2.000000,2.000000,2.000000,2.000000
88.750000,2.000000,2.000000,2.000000,2.000000
89.250000,2.000000,2.000000,2.000000,2.000000
89.750000,2.000000,2.000000,2.000000,2.000000
90.250000,2.000000,2.000000,2.000000,2.000000
90.750000,2.000000,2.000000,2.000000,2.000000
91.250000,2.000000,2.000000,2.000000,2.000000
91.750000,2.000000,2.000000,2.000000,2.000000
92.250000,2.000000,2.000000,2.000000,2.000000
92.750000,2.000000,2.000000,2.000000,2.000000
93.250000,2.000000,2.000000,2.000000,2.000000
93.750000,2.000000,2.000000,2.000000,2.000000
94.250000,2.000000,2.000000,2.000000,2.000000
94.750000,2.000000,2.000000,2.000000,2.000000
95.250000,2.000000,2.000000,2.000000,2.000000
95.750000,2.000000,2.000000,2.000000,2.000000
96.250000,2.000000,2.000000,2.000000,2.000000
96.750000,2.000000,2.000000,2.000000,2.000000
97.250000,2.000000,2.000000,2.000000,2.000000
97.750000,2.000000,2.000000,2.000000,2.000000
98.250000,2.000000,2.000000,2.000000,2.000000
98.750000,2.000000,2.000000,2.000000,2.000000
99.250000,2.000000,2.000000,2.000000,2.000000
99.750000,2.000000,2.000000,2.000000,2.000000
100.250000,2.000000,2.000000,2.000000,2.000000
100.750000,2.000000,2.000000,2.000000,2.000000
101.250000,2.000000,2.000000,2.000000,2.000000
101.750000,2.000000,2.000000,2.000000,2.000000
102.250000,2.000000,2.000000,2.000000,2.000000
102.750000,2.000000,2.000000,2.000000,2.000000
103.250000,2.000000,2.000000,2.000000,2.000000
103.750000,2.000000,2.000000,2.000000,2.000000
104.250000,2.000000,2.000000,2.000000,2.000000
104.750000,2.000000,2.000000,2.000000,2.000000
105.250000,2.000000,2.000000,2.000000,2.000000
105.750000,2.000000,2.000000,2.000000,2.000000
106.250000,2.000000,2.000000,2.000000,2.000000
106.750000,2.000000,2.000000,2.000000,2.000000
107.250000,2.000000,2.000000,2.000000,2.000000
107.750000,2.000000,2.000000,2.000000,2.000000
108.250000,2.000000,2.000000,2.000000,2.000000
108.750000,2.000000,2.000000,2.000000,2.000000
109.250000,2.000000,2.000000,2.000000,2.000000
109.750000,2.000000,2.000000,2.000000,2.000000
110.250000,2.000000,2.000000,2.000000,2.000000
110.750000,2.000000,2.000000,2.000000,2.000000
111.250000,2.000000,2.000000,2.000000,2.000000
111.750000,2.000000,2.000000,2.000000,2.000000
112.250000,2.000000,2.000000,2.000000,2.000000
112.750000,2.000000,2.000000,2.000000,2.000000
113.250000,2.000000,2.000000,2.000000,2.000000
113.750000,2.000000,2.000000,2.000000,2.000000
114.250000,2.000000,2.000000,2.000000,2.000000
114.750000,2.000000,2.000000,2.000000,2.000000
115.250000,2.000000,2.000000,2.000000,2.000000
115.750000,2.000000,2.000000,2.000000,2.000000
116.250000,2.000000,2.000000,2.000000,2.000000
116.750000,2.000000,2.000000,2.000000,2.000000
117.250000,2.000000,2.000000,2.000000,2.000000
117.750000,2.000000,2.000000,2.000000,2.000000
118.250000,2.000000,2.000000,2.000000,2.000000
118.750000,2.000000,2.000000,2.000000,2.000000
119.250000,2.000000,2.000000,2.000000,2.000000
119.750000,2.000000,2.000000,2.000000,2.000000
120.250000,2.000000,2.000000,2.000000,2.000000
120.750000,2.000000,2.000000,2.000000,2.000000
121.250000,2.000000,2.000000,2.000000,2.000000
121.750000,2.000000,2.000000,2.000000,2.000000
122.250000,2.000000,2.000000,2.000000,2.000000
122.750000,2.000000,2.000000,2.000000,2.000000
123.250000,2.000000,2.000000,2.000000,2.000000
123.750000,2.000000,2.000000,2.000000,2.000000
124.250000,2.000000,2.000000,2.000000,2.000000
124.750000,2.000000,2.000000,2.000000,2.000000
125.250000,2.000000,2.000000,2.000000,2.000000
125.750000,2.000000,2.000000,2.000000,2.000000
126.250000,2.000000,2.000000,2.000000,2.000000
126.750000,2.000000,2.000000,2.000000,2.000000
127.250000,2.000000,2.000000,2.000000,2.000000
127.750000,2.000000,2.000000,2.000000,2.000000
128.250000,2.000000,2.000000,2.000000,2.000000
128.750000,2.000000,2.000000,2.000000,2.000000
129.250000,2.000000,2.000000,2.000000,2.000000
129.750000,2.000000,2.000000,2.000000,2.000000
130.250000,2.000000,2.000000,2.000000,2.000000
130.750000,2.000000,2.000000,2.000000,2.000000
131.250000,2.000000,2.000000,2.000000,2.000000
131.750000,2.000000,2.000000,2.000000,2.000000
132.250000,2.000000,2.000000,2.000000,2.000000
132.750000,2.000000,2.000000,2.000000,2.000000
133.250000,2.000000,2.000000,2.000000,2.000000
133.750000,2.000000,2.000000,2.000000,2.000000
134.250000,2.000000,2.000000,2.000000,2.000000
134.750000,2.000000,2.000000,2.000000,2.000000
135.250000,2.000000,2.000000,2.000000,2.000000
135.750000,2.000000,2.000000,2.000000,2.000000
136.250000,2.000000,2.000000,2.000000,2.000000
136.750000,2.000000,2.000000,2.000000,2.000000
137.250000,2.000000,2.000000,2.000000,2.000000
137.750000,2.000000,2.000000,2.000000,2.000000
138.250000,2.000000,2.000000,2.000000,2.000000
138.750000,2.000000,2.000000,2.000000,2.000000
139.250000,2.000000,2.000000,2.000000,2.000000
139.750000,2.000000,2.000000,2.000000,2.000000
