0.488928,0.0257662,0.025328,0.0193369,0.0204622,0.0198832,0.0159689,0.0193451,0.0160119,0.0231264
0.0257662,1.00617,0.0410698,0.0356108,0.0270499,0.0430733,0.0444695,0.0271062,0.0531296,0.0448683
0.025328,0.0410698,2.05556,0.0697426,0.0647387,0.103858,0.0706113,0.0756792,0.0880753,0.101968
0.0193369,0.0356108,0.0697426,0.240865,0.0128774,0.0173323,0.0143108,0.01287,0.0143171,0.0121753
0.0204622,0.0270499,0.0647387,0.0128774,0.446943,0.0223418,0.0222783,0.0245625,0.0189137,0.0139896
0.0198832,0.0430733,0.103858,0.0173323,0.0223418,0.951917,0.0535182,0.039051,0.0522508,0.0450887
0.0159689,0.0444695,0.0706113,0.0143108,0.0222783,0.0535182,0.083645,0.00853953,0.0105443,0.0131928
0.0193451,0.0271062,0.0756792,0.01287,0.0245625,0.039051,0.00853953,0.434837,0.0150133,0.0171537
0.0160119,0.0531296,0.0880753,0.0143171,0.0189137,0.0522508,0.0105443,0.0150133,1.05088,0.0291791
0.0231264,0.0448683,0.101968,0.0121753,0.0139896,0.0450887,0.0131928,0.0171537,0.0291791,0.148696
