date,Data
2020-01-01,0
2020-01-08,0
2020-01-15,3
2020-01-22,28
2020-01-29,91
2020-02-05,236
2020-02-12,519
2020-02-19,1079
2020-02-26,2042
2020-03-04,3423
2020-03-11,4866
2020-03-18,6098
2020-03-25,6975
2020-04-01,7434
2020-04-08,7731
2020-04-15,7866
2020-04-22,7933
