area,age0-4,age5-9,age10-14,age15-19,age20-24,age25-29,age30-34,age35-39,age40-44,age45-49,age50-54,age55-59,age60-64,age65-69,age70-74,age75-79,age80+,CH
England,3192132,3487737,3401202,3087182,3458700,3771373,3809164,3710463,3442433,3621308,3878696,3791101,3243970,2803461,2808622,1963167,2548681,419000
